theme,kind,vendor_slug,vendor_name,domain,plan_name,monthly_usd,annual_discount_pct,billing_model,setup_fee_usd,minutes_included,calls_included,overage_per_min,overage_per_call,hipaa,baa,soc2,gdpr,free_tier,free_trial_days,key_features,best_for,integrations,source_url,accessed_at,corroboration_url
appointment-scheduling,catalog,calendly,Calendly,calendly.com,Teams,16,20,per_seat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; Office 365; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Mailchimp; Marketo; Pardot; Zapier; Microsoft Dynamics 365,https://calendly.com/pricing,2026-06-13,
appointment-scheduling,catalog,calendly,Calendly,calendly.com,Enterprise,,,per_seat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; Office 365; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; HubSpot; Salesforce; Mailchimp; Marketo; Pardot; Zapier; Microsoft Dynamics 365,https://calendly.com/pricing,2026-06-13,
appointment-scheduling,catalog,savvycal,SavvyCal,savvycal.com,Basic,10,,per_seat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; iCloud; Zoom; Google Meet; Microsoft Teams; Stripe; Zapier,https://savvycal.com/pricing,2026-06-13,
appointment-scheduling,catalog,savvycal,SavvyCal,savvycal.com,Premium,17,,per_seat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; iCloud; Zoom; Google Meet; Microsoft Teams; Stripe; Zapier,https://savvycal.com/pricing,2026-06-13,
appointment-scheduling,catalog,doodle,Doodle,doodle.com,Free,0,,flat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; Office 365; iCloud; Zoom; Google Meet; Microsoft Teams; Zapier,https://help.doodle.com/en/articles/9457366-how-much-does-doodle-cost,2026-06-13,
appointment-scheduling,catalog,doodle,Doodle,doodle.com,Pro,15,27,flat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; Office 365; iCloud; Zoom; Google Meet; Microsoft Teams; Zapier,https://help.doodle.com/en/articles/9457366-how-much-does-doodle-cost,2026-06-13,
appointment-scheduling,catalog,doodle,Doodle,doodle.com,Team,19.95,55,per_seat,,,,,,,,,,,,,,Google Calendar; Microsoft Outlook; Office 365; iCloud; Zoom; Google Meet; Microsoft Teams; Zapier,https://help.doodle.com/en/articles/9457366-how-much-does-doodle-cost,2026-06-13,
appointment-scheduling,catalog,cal-com,Cal.com,cal.com,Free,0,,flat,,,,,,true,,,,,,,,Google Calendar; Microsoft Outlook; Apple Calendar; Zoho Calendar; Zoom; Google Meet; Microsoft Teams; Cal Video; Stripe; PayPal; Salesforce; HubSpot; Zapier; Make,https://cal.com/pricing,2026-06-13,
appointment-scheduling,catalog,cal-com,Cal.com,cal.com,Teams,12,25,per_seat,,,,,,true,,,,,,,,Google Calendar; Microsoft Outlook; Apple Calendar; Zoho Calendar; Zoom; Google Meet; Microsoft Teams; Cal Video; Stripe; PayPal; Salesforce; HubSpot; Zapier; Make,https://cal.com/pricing,2026-06-13,
appointment-scheduling,catalog,cal-com,Cal.com,cal.com,Organizations,28,25,per_seat,,,,,,true,,,,,,,,Google Calendar; Microsoft Outlook; Apple Calendar; Zoho Calendar; Zoom; Google Meet; Microsoft Teams; Cal Video; Stripe; PayPal; Salesforce; HubSpot; Zapier; Make,https://cal.com/pricing,2026-06-13,
appointment-scheduling,catalog,cal-com,Cal.com,cal.com,Enterprise,,,per_seat,,,,,,true,,,,,,,,Google Calendar; Microsoft Outlook; Apple Calendar; Zoho Calendar; Zoom; Google Meet; Microsoft Teams; Cal Video; Stripe; PayPal; Salesforce; HubSpot; Zapier; Make,https://cal.com/pricing,2026-06-13,
appointment-scheduling,catalog,setmore,Setmore,setmore.com,Free,0,,per_seat,,,,,,true,true,,,,,,,Google Calendar; Microsoft Outlook; Office 365; Zoom; Google Meet; Teleport; Stripe; Square; PayPal; Mailchimp; Zapier; Google Analytics,https://www.setmore.com/pricing,2026-06-13,
appointment-scheduling,catalog,setmore,Setmore,setmore.com,Pro,12,58,per_seat,,,,,,true,true,,,,,,,Google Calendar; Microsoft Outlook; Office 365; Zoom; Google Meet; Teleport; Stripe; Square; PayPal; Mailchimp; Zapier; Google Analytics,https://www.setmore.com/pricing,2026-06-13,
appointment-scheduling,catalog,setmore,Setmore,setmore.com,Enterprise,,,per_seat,,,,,,true,true,,,,,,,Google Calendar; Microsoft Outlook; Office 365; Zoom; Google Meet; Teleport; Stripe; Square; PayPal; Mailchimp; Zapier; Google Analytics,https://www.setmore.com/pricing,2026-06-13,
appointment-scheduling,catalog,tidycal,TidyCal,tidycal.com,Free,0,,flat,,,,,,,,,,,,,,Google Calendar; Office 365; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; Zapier,https://tidycal.com/pricing,2026-06-13,
appointment-scheduling,catalog,tidycal,TidyCal,tidycal.com,Individual Lifetime,,,flat,29,,,,,,,,,,,,,Google Calendar; Office 365; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; Zapier,https://tidycal.com/pricing,2026-06-13,
appointment-scheduling,catalog,tidycal,TidyCal,tidycal.com,Pro,12,31,flat,,,,,,,,,,,,,,Google Calendar; Office 365; Apple Calendar; Zoom; Google Meet; Microsoft Teams; Stripe; PayPal; Zapier,https://tidycal.com/pricing,2026-06-13,
audiobook-services,catalog,audible,Audible,audible.com,Audible Plus,7.95,,flat,,,,,,,,,,,,,,Amazon Echo; Alexa; Kindle; WhisperSync,https://www.dealnews.com/features/audible/cost/,2026-06-14,https://makeheadway.com/blog/how-much-is-audible/
audiobook-services,catalog,audible,Audible,audible.com,Audible Premium Plus,14.95,,flat,,,,,,,,,,,,,,Amazon Echo; Alexa; Kindle; WhisperSync,https://www.dealnews.com/features/audible/cost/,2026-06-14,https://makeheadway.com/blog/how-much-is-audible/
audiobook-services,catalog,audible,Audible,audible.com,Audible Premium Plus Annual (12 Credits),12.46,17,flat,,,,,,,,,,,,,,Amazon Echo; Alexa; Kindle; WhisperSync,https://www.dealnews.com/features/audible/cost/,2026-06-14,https://makeheadway.com/blog/how-much-is-audible/
audiobook-services,catalog,everand,Everand,everand.com,Everand Standard,11.99,,flat,,,,,,,,,,,,,,,https://support.scribd.com/hc/en-us/articles/40678839226644-Everand-plans-Standard-Plus-and-Deluxe,2026-06-14,
audiobook-services,catalog,everand,Everand,everand.com,Everand Plus,16.99,,flat,,,,,,,,,,,,,,,https://support.scribd.com/hc/en-us/articles/40678839226644-Everand-plans-Standard-Plus-and-Deluxe,2026-06-14,
audiobook-services,catalog,everand,Everand,everand.com,Everand Deluxe,28.99,,flat,,,,,,,,,,,,,,,https://support.scribd.com/hc/en-us/articles/40678839226644-Everand-plans-Standard-Plus-and-Deluxe,2026-06-14,
audiobook-services,catalog,libro-fm,Libro.fm,libro.fm,Libro.fm Standard (Monthly),14.99,,flat,,,,,,,,,,,,,,,https://libro.fm/membership,2026-06-14,https://www.publishersweekly.com/pw/by-topic/industry-news/bookselling/article/99512-libro-fm-launches-annual-subscription-reports-strong-growth-in-2025.html
audiobook-services,catalog,libro-fm,Libro.fm,libro.fm,Libro.fm Annual,14.17,5,flat,,,,,,,,,,,,,,,https://www.publishersweekly.com/pw/by-topic/industry-news/bookselling/article/99512-libro-fm-launches-annual-subscription-reports-strong-growth-in-2025.html,2026-06-14,
audiobook-services,catalog,kobo-plus,Kobo Plus,kobo.com,Kobo Plus Read,7.99,,flat,,,,,,,,,,,,,,Kobo e-readers,https://bookriot.com/kobo-plus-review/,2026-06-14,https://www.kobo.com/us/en/plus/plans
audiobook-services,catalog,kobo-plus,Kobo Plus,kobo.com,Kobo Plus Listen,7.99,,flat,,,,,,,,,,,,,,Kobo e-readers,https://bookriot.com/kobo-plus-review/,2026-06-14,https://www.kobo.com/us/en/plus/plans
audiobook-services,catalog,kobo-plus,Kobo Plus,kobo.com,Kobo Plus Read & Listen,9.99,,flat,,,,,,,,,,,,,,Kobo e-readers,https://bookriot.com/kobo-plus-review/,2026-06-14,https://www.kobo.com/us/en/plus/plans
audiobook-services,catalog,audiobooks-com,Audiobooks.com,audiobooks.com,Standard,14.95,,flat,,,,,,,,,,,,,,,https://www.audiobooks.com/pricing,2026-06-14,https://bookriot.com/best-audiobook-subscription-services/
audiobook-services,catalog,downpour,Downpour,downpour.com,Downpour Audiobook Club,12.99,,flat,,,,,,,,,,,,,,,https://www.downpour.com/pages/membership,2026-06-14,https://www.topconsumerreviews.com/best-audiobook-stores/reviews/downpour.php
audiobook-services,catalog,chirp,Chirp,chirpbooks.com,Pay-Per-Book (No Subscription),,,custom,,,,,,,,,,,,,,BookBub,https://www.chirpbooks.com/about-us,2026-06-14,https://bookriot.com/best-audiobook-subscription-services/
audiobook-services,catalog,audiobooksnow,AudiobooksNow,audiobooksnow.com,Club Pricing (Monthly),4.99,,flat,,,,,,,,,,,,,,,https://www.audiobooksnow.com/clubsignup/,2026-06-14,https://www.audiobooksnow.com/club-pricing/
audiobook-services,catalog,audiobooksnow,AudiobooksNow,audiobooksnow.com,Club Pricing (Annual),3,40,flat,,,,,,,,,,,,,,,https://www.audiobooksnow.com/clubsignup/,2026-06-14,
audiobook-services,catalog,audiobooksnow,AudiobooksNow,audiobooksnow.com,Pay-As-You-Go (No Membership),0,,flat,,,,,,,,,,,,,,,https://www.audiobooksnow.com/,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,Free,0,,flat,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,B2C Essentials,35,8,flat,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,B2C Professional,240,8,flat,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,B2B Essentials,150,8,flat,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,B2B Professional,800,8,flat,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,auth0,Auth0,auth0.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Okta; Google Workspace; Microsoft Azure AD; Salesforce; GitHub; Slack; Twilio; SendGrid,https://auth0.com/pricing,2026-06-14,
auth-identity,catalog,clerk,Clerk,clerk.com,Hobby,0,,flat,,,,,,true,true,,,,,,,Next.js; Remix; Expo; React Native; Supabase; Firebase; PlanetScale; Stripe,https://clerk.com/pricing,2026-06-14,
auth-identity,catalog,clerk,Clerk,clerk.com,Pro,25,20,flat,,,,,,true,true,,,,,,,Next.js; Remix; Expo; React Native; Supabase; Firebase; PlanetScale; Stripe,https://clerk.com/pricing,2026-06-14,
auth-identity,catalog,clerk,Clerk,clerk.com,Business,300,17,flat,,,,,,true,true,,,,,,,Next.js; Remix; Expo; React Native; Supabase; Firebase; PlanetScale; Stripe,https://clerk.com/pricing,2026-06-14,
auth-identity,catalog,clerk,Clerk,clerk.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Next.js; Remix; Expo; React Native; Supabase; Firebase; PlanetScale; Stripe,https://clerk.com/pricing,2026-06-14,
auth-identity,catalog,workos,WorkOS,workos.com,AuthKit — Free Tier,0,,flat,,,,,,,,,,,,,,Okta; Microsoft Azure AD; Google Workspace; OneLogin; Ping Identity; JumpCloud; Rippling; Bamboo HR,https://workos.com/pricing,2026-06-14,
auth-identity,catalog,workos,WorkOS,workos.com,SSO / Directory Sync — Pay as You Go,125,,custom,,,,,,,,,,,,,,Okta; Microsoft Azure AD; Google Workspace; OneLogin; Ping Identity; JumpCloud; Rippling; Bamboo HR,https://workos.com/pricing,2026-06-14,
auth-identity,catalog,workos,WorkOS,workos.com,Annual Credits,,,custom,,,,,,,,,,,,,,Okta; Microsoft Azure AD; Google Workspace; OneLogin; Ping Identity; JumpCloud; Rippling; Bamboo HR,https://workos.com/pricing,2026-06-14,
auth-identity,catalog,stytch,Stytch,stytch.com,Pay As You Go,0,,custom,,,,,,true,true,,,,,,,Slack; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://stytch.com/pricing,2026-06-14,
auth-identity,catalog,stytch,Stytch,stytch.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Slack; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://stytch.com/pricing,2026-06-14,
auth-identity,catalog,firebase-auth,Firebase Authentication,firebase.google.com,Spark (No-Cost),0,,flat,,,,,,,,,,,,,,Google Cloud; Google Identity; Apple; Facebook; GitHub; Twitter; Microsoft,https://firebase.google.com/pricing,2026-06-14,
auth-identity,catalog,firebase-auth,Firebase Authentication,firebase.google.com,Blaze (Pay-as-You-Go),,,custom,,,,,,,,,,,,,,Google Cloud; Google Identity; Apple; Facebook; GitHub; Twitter; Microsoft,https://firebase.google.com/pricing,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Workforce Identity — Starter,6,,per_seat,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Workforce Identity — Core Essentials,14,,per_seat,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Workforce Identity — Essentials,17,,per_seat,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Workforce Identity — Professional,,,custom,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Workforce Identity — Enterprise,,,custom,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Customer Identity — Developer (Free),0,,flat,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,okta,Okta,okta.com,Customer Identity — Enterprise Base Platform,3000,,flat,,,,,,true,,,,,,,,Microsoft Azure AD; Google Workspace; Salesforce; ServiceNow; Workday; Slack; AWS; GitHub,https://www.okta.com/pricing/,2026-06-14,
auth-identity,catalog,amazon-cognito,Amazon Cognito,aws.amazon.com,Lite,,,custom,,,,,,true,true,,,,,,,AWS Lambda; API Gateway; ALB; IAM; S3; DynamoDB; Amplify; AppSync,https://aws.amazon.com/cognito/pricing/,2026-06-14,https://aws.amazon.com/compliance/hipaa-eligible-services-reference/
auth-identity,catalog,amazon-cognito,Amazon Cognito,aws.amazon.com,Essentials,,,custom,,,,,,true,true,,,,,,,AWS Lambda; API Gateway; ALB; IAM; S3; DynamoDB; Amplify; AppSync,https://aws.amazon.com/cognito/pricing/,2026-06-14,
auth-identity,catalog,amazon-cognito,Amazon Cognito,aws.amazon.com,Plus,,,custom,,,,,,true,true,,,,,,,AWS Lambda; API Gateway; ALB; IAM; S3; DynamoDB; Amplify; AppSync,https://aws.amazon.com/cognito/pricing/,2026-06-14,
auth-identity,catalog,supabase,Supabase,supabase.com,Free,0,,flat,,,,,,true,,,,,,,,Next.js; React; Flutter; Svelte; Stripe; Twilio; SendGrid; GitHub,https://supabase.com/pricing,2026-06-14,
auth-identity,catalog,supabase,Supabase,supabase.com,Pro,25,,flat,,,,,,true,,,,,,,,Next.js; React; Flutter; Svelte; Stripe; Twilio; SendGrid; GitHub,https://supabase.com/pricing,2026-06-14,
auth-identity,catalog,supabase,Supabase,supabase.com,Team,599,,flat,,,,,,true,,,,,,,,Next.js; React; Flutter; Svelte; Stripe; Twilio; SendGrid; GitHub,https://supabase.com/pricing,2026-06-14,
auth-identity,catalog,supabase,Supabase,supabase.com,Enterprise,,,custom,,,,,,true,,,,,,,,Next.js; React; Flutter; Svelte; Stripe; Twilio; SendGrid; GitHub,https://supabase.com/pricing,2026-06-14,
auth-identity,catalog,descope,Descope,descope.com,Free Forever,0,,flat,,,,,,true,true,,,,,,,Okta; Azure AD; Google Workspace; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://www.descope.com/pricing,2026-06-14,
auth-identity,catalog,descope,Descope,descope.com,Pro,249,,flat,,,,,,true,true,,,,,,,Okta; Azure AD; Google Workspace; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://www.descope.com/pricing,2026-06-14,
auth-identity,catalog,descope,Descope,descope.com,Growth,799,,flat,,,,,,true,true,,,,,,,Okta; Azure AD; Google Workspace; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://www.descope.com/pricing,2026-06-14,
auth-identity,catalog,descope,Descope,descope.com,Enterprise,,,custom,,,,,,true,true,,,,,,,Okta; Azure AD; Google Workspace; Salesforce; HubSpot; Twilio; SendGrid; Stripe,https://www.descope.com/pricing,2026-06-14,
background-checks,catalog,checkr,Checkr,checkr.com,Basic,29.99,,custom,,,,,,,,,,,,,,Gusto; iCIMS; Workday; BambooHR; Rippling; Greenhouse,https://checkr.com/pricing,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/checkr/pricing/
background-checks,catalog,checkr,Checkr,checkr.com,Essential,54.99,,custom,,,,,,,,,,,,,,Gusto; iCIMS; Workday; BambooHR; Rippling; Greenhouse,https://checkr.com/pricing,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/checkr/pricing/
background-checks,catalog,checkr,Checkr,checkr.com,Complete,89.99,,custom,,,,,,,,,,,,,,Gusto; iCIMS; Workday; BambooHR; Rippling; Greenhouse,https://checkr.com/pricing,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/checkr/pricing/
background-checks,catalog,checkr,Checkr,checkr.com,Enterprise,,,custom,,,,,,,,,,,,,,Gusto; iCIMS; Workday; BambooHR; Rippling; Greenhouse,https://checkr.com/pricing,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/checkr/pricing/
background-checks,catalog,goodhire,GoodHire,goodhire.com,Basic,29.99,,custom,,,,,,,,,,,,,,,https://www.goodhire.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/goodhire/pricing/
background-checks,catalog,goodhire,GoodHire,goodhire.com,Essential,54.99,,custom,,,,,,,,,,,,,,,https://www.goodhire.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/goodhire/pricing/
background-checks,catalog,goodhire,GoodHire,goodhire.com,Complete,89.99,,custom,,,,,,,,,,,,,,,https://www.goodhire.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/goodhire/pricing/
background-checks,catalog,certn,Certn,certn.co,US Core Criminal Check,13.99,,custom,,,,,,,,,,,,,,Greenhouse; Lever; Workday,https://certn.co/us/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/certn/pricing/
background-checks,catalog,certn,Certn,certn.co,US Complete Criminal Check,49.99,,custom,,,,,,,,,,,,,,Greenhouse; Lever; Workday,https://certn.co/us/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/certn/pricing/
background-checks,catalog,certn,Certn,certn.co,US Complete+ Criminal Check,79.99,,custom,,,,,,,,,,,,,,Greenhouse; Lever; Workday,https://certn.co/us/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/certn/pricing/
background-checks,catalog,certn,Certn,certn.co,Enterprise,,,custom,,,,,,,,,,,,,,Greenhouse; Lever; Workday,https://certn.co/us/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/certn/pricing/
background-checks,catalog,verified-first,Verified First,verifiedfirst.com,Basic,29.99,,custom,,,,,,,,,,,,,,Salesforce,https://verifiedfirst.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/verified-first/pricing/
background-checks,catalog,verified-first,Verified First,verifiedfirst.com,Essential,54.99,,custom,,,,,,,,,,,,,,Salesforce,https://verifiedfirst.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/verified-first/pricing/
background-checks,catalog,verified-first,Verified First,verifiedfirst.com,Premium,79.99,,custom,,,,,,,,,,,,,,Salesforce,https://verifiedfirst.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/verified-first/pricing/
background-checks,catalog,verified-first,Verified First,verifiedfirst.com,Enterprise,,,custom,,,,,,,,,,,,,,Salesforce,https://verifiedfirst.com/pricing/,2026-06-14,https://www.getapp.com/hr-employee-management-software/a/verified-first/pricing/
background-checks,catalog,sterling-check,Sterling (First Advantage),sterlingcheck.com,Custom Screening,,,custom,,,,,,,,,,,,,,,https://www.sterlingcheck.com/pricing/,2026-06-14,
background-checks,catalog,hireright,HireRight,hireright.com,Custom Screening,,,custom,,,,,,,,,,,,,,,https://www.hireright.com/pricing,2026-06-14,
background-checks,catalog,accurate,Accurate Background,accurate.com,Custom Screening,,,custom,,,,,,,,,,,,,,,https://www.accurate.com/,2026-06-14,
bi-analytics,catalog,tableau,Tableau,tableau.com,Tableau Viewer,15,,per_seat,,,,,,,,,,,,,,Salesforce; Snowflake; Google BigQuery; Amazon Redshift; Microsoft Azure; SAP; Slack; Tableau Prep,https://www.getapp.com/business-intelligence-analytics-software/a/tableau/pricing/,2026-06-14,https://www.getapp.com/business-intelligence-analytics-software/a/thoughtspot/pricing/
bi-analytics,catalog,tableau,Tableau,tableau.com,Tableau Explorer,42,,per_seat,,,,,,,,,,,,,,Salesforce; Snowflake; Google BigQuery; Amazon Redshift; Microsoft Azure; SAP; Slack; Tableau Prep,https://www.getapp.com/business-intelligence-analytics-software/a/tableau/pricing/,2026-06-14,
bi-analytics,catalog,tableau,Tableau,tableau.com,Tableau Creator,75,,per_seat,,,,,,,,,,,,,,Salesforce; Snowflake; Google BigQuery; Amazon Redshift; Microsoft Azure; SAP; Slack; Tableau Prep,https://www.getapp.com/business-intelligence-analytics-software/a/tableau/pricing/,2026-06-14,
bi-analytics,catalog,looker,Looker,cloud.google.com/looker,Standard,,,custom,,,,,,true,,,,,,,,Google BigQuery; Snowflake; Amazon Redshift; PostgreSQL; MySQL; Databricks; Looker Studio; Google Sheets,https://cloud.google.com/looker/pricing,2026-06-14,
bi-analytics,catalog,looker,Looker,cloud.google.com/looker,Enterprise,,,custom,,,,,,true,,,,,,,,Google BigQuery; Snowflake; Amazon Redshift; PostgreSQL; MySQL; Databricks; Looker Studio; Google Sheets,https://cloud.google.com/looker/pricing,2026-06-14,
bi-analytics,catalog,looker,Looker,cloud.google.com/looker,Embed,,,custom,,,,,,true,,,,,,,,Google BigQuery; Snowflake; Amazon Redshift; PostgreSQL; MySQL; Databricks; Looker Studio; Google Sheets,https://cloud.google.com/looker/pricing,2026-06-14,
bi-analytics,catalog,power-bi,Microsoft Power BI,powerbi.microsoft.com,Power BI Free,0,,flat,,,,,,true,true,,,,,,,Microsoft Excel; Azure Synapse; Azure Data Lake; SQL Server; Salesforce; Google Analytics; SharePoint; Teams; Dynamics 365; SAP,https://www.microsoft.com/en-us/power-platform/products/power-bi/pricing,2026-06-14,
bi-analytics,catalog,power-bi,Microsoft Power BI,powerbi.microsoft.com,Power BI Pro,14,,per_seat,,,,,,true,true,,,,,,,Microsoft Excel; Azure Synapse; Azure Data Lake; SQL Server; Salesforce; Google Analytics; SharePoint; Teams; Dynamics 365; SAP,https://www.microsoft.com/en-us/power-platform/products/power-bi/pricing,2026-06-14,https://learn.microsoft.com/en-us/power-bi/fundamentals/service-features-license-type
bi-analytics,catalog,power-bi,Microsoft Power BI,powerbi.microsoft.com,Power BI Premium Per User,24,,per_seat,,,,,,true,true,,,,,,,Microsoft Excel; Azure Synapse; Azure Data Lake; SQL Server; Salesforce; Google Analytics; SharePoint; Teams; Dynamics 365; SAP,https://www.microsoft.com/en-us/power-platform/products/power-bi/pricing,2026-06-14,https://learn.microsoft.com/en-us/power-bi/fundamentals/service-features-license-type
bi-analytics,catalog,power-bi,Microsoft Power BI,powerbi.microsoft.com,Power BI Premium (Capacity),,,custom,,,,,,true,true,,,,,,,Microsoft Excel; Azure Synapse; Azure Data Lake; SQL Server; Salesforce; Google Analytics; SharePoint; Teams; Dynamics 365; SAP,https://www.microsoft.com/en-us/power-platform/products/power-bi/pricing,2026-06-14,
bi-analytics,catalog,metabase,Metabase,metabase.com,Open Source,0,,flat,,,,,,,,,,,,,,PostgreSQL; MySQL; Snowflake; BigQuery; Redshift; MongoDB; SQLite; SQL Server; Presto; Druid,https://www.metabase.com/pricing,2026-06-14,
bi-analytics,catalog,metabase,Metabase,metabase.com,Starter,100,10,flat,,,,,,,,,,,,,,PostgreSQL; MySQL; Snowflake; BigQuery; Redshift; MongoDB; SQLite; SQL Server; Presto; Druid,https://www.metabase.com/pricing,2026-06-14,https://www.metabase.com/pricing/
bi-analytics,catalog,metabase,Metabase,metabase.com,Pro,575,10,flat,,,,,,,,,,,,,,PostgreSQL; MySQL; Snowflake; BigQuery; Redshift; MongoDB; SQLite; SQL Server; Presto; Druid,https://www.metabase.com/pricing,2026-06-14,https://www.metabase.com/pricing/
bi-analytics,catalog,metabase,Metabase,metabase.com,Enterprise,,,custom,,,,,,,,,,,,,,PostgreSQL; MySQL; Snowflake; BigQuery; Redshift; MongoDB; SQLite; SQL Server; Presto; Druid,https://www.metabase.com/pricing,2026-06-14,
bi-analytics,catalog,mode,Mode Analytics,mode.com,Studio,0,,flat,,,,,,,,,,,,,,Snowflake; BigQuery; Redshift; PostgreSQL; MySQL; Presto; Spark; Databricks; Slack,https://mode.com/compare-plans,2026-06-14,
bi-analytics,catalog,mode,Mode Analytics,mode.com,Pro,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Redshift; PostgreSQL; MySQL; Presto; Spark; Databricks; Slack,https://mode.com/compare-plans,2026-06-14,
bi-analytics,catalog,mode,Mode Analytics,mode.com,Enterprise,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Redshift; PostgreSQL; MySQL; Presto; Spark; Databricks; Slack,https://mode.com/compare-plans,2026-06-14,
bi-analytics,catalog,sigma-computing,Sigma Computing,sigmacomputing.com,Essentials,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; PostgreSQL; MySQL,https://www.sigmacomputing.com/pricing,2026-06-14,
bi-analytics,catalog,sigma-computing,Sigma Computing,sigmacomputing.com,Plus,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; PostgreSQL; MySQL,https://www.sigmacomputing.com/pricing,2026-06-14,
bi-analytics,catalog,sigma-computing,Sigma Computing,sigmacomputing.com,Enterprise,,,custom,,,,,,,,,,,,,,Snowflake; BigQuery; Amazon Redshift; Databricks; PostgreSQL; MySQL,https://www.sigmacomputing.com/pricing,2026-06-14,
